contract,target,fp_tag,filtered
2018-13779.sol,"[RepairTarget] token:transfer:52
CODE: assert (balanceOf[_to] + _value >= balanceOf[_to])
OPERATION: balanceOf[_to] [+] _value
SSA: REF_2 [+] _value_1 --> TMP_5
",1.0,1.0
2018-13779.sol,"[RepairTarget] token:transfer:53
CODE: balanceOf[msg.sender] -= _value
OPERATION: balanceOf[msg.sender] [-=] _value
SSA: REF_4 [-] _value_1 --> REF_4
",1.0,1.0
2018-13779.sol,"[RepairTarget] token:transfer:54
CODE: balanceOf[_to] += _value
OPERATION: balanceOf[_to] [+=] _value
SSA: REF_5 [+] _value_1 --> REF_5
",1.0,1.0
2018-13779.sol,"[RepairTarget] YLCToken:transfer:117
CODE: assert (balanceOf[_to] + _value >= balanceOf[_to])
OPERATION: balanceOf[_to] [+] _value
SSA: REF_37 [+] _value_1 --> TMP_43
",1.0,1.0
2018-13779.sol,"[RepairTarget] YLCToken:transfer:119
CODE: balanceOf[msg.sender] -= _value
OPERATION: balanceOf[msg.sender] [-=] _value
SSA: REF_40 [-] _value_1 --> REF_40
",1.0,1.0
2018-13779.sol,"[RepairTarget] YLCToken:transfer:120
CODE: balanceOf[_to] += _value
OPERATION: balanceOf[_to] [+=] _value
SSA: REF_41 [+] _value_1 --> REF_41
",1.0,1.0
2018-13779.sol,"[RepairTarget] YLCToken:mintToken:139
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-13779.sol,"[RepairTarget] YLCToken:mintToken:140
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13779.sol,"[RepairTarget] YLCToken:burn:174
CODE: balanceOf[msg.sender] -= amount
OPERATION: balanceOf[msg.sender] [-=] amount
SSA: REF_62 [-] amount_1 --> REF_62
",1.0,1.0
2018-13779.sol,"[RepairTarget] YLCToken:burn:175
CODE: totalSupply -= amount
OPERATION: totalSupply [-=] amount
SSA: totalSupply_6 [-] amount_1 --> totalSupply_7
",,
2018-13782.sol,"[RepairTarget] EnterCoin:mintToken:137
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-13782.sol,"[RepairTarget] EnterCoin:mintToken:138
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13783.sol,"[RepairTarget] TokenERC20:TokenERC20:58
CODE: totalSupply = initialSupply * 10 ** uint256(decimals)
OPERATION: initialSupply [*] 10 ** uint256(decimals)
SSA: initialSupply_1 [*] TMP_6 --> TMP_7
",,
2018-13783.sol,"[RepairTarget] JiucaiToken:mintToken:227
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_57 [+] mintedAmount_1 --> REF_57
",,
2018-13783.sol,"[RepairTarget] JiucaiToken:mintToken:228
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
2018-13836.sol,"[RepairTarget] RocketCoin:multiTransfer:71
CODE: a++
OPERATION: [++] a
SSA: a_2 [+] 1 --> a_3
",1.0,1.0
2018-13836.sol,"[RepairTarget] RocketCoin:multiTransfer:72
CODE: totalAmount += _amounts[a]
OPERATION: totalAmount [+=] _amounts[a]
SSA: totalAmount_1 [+] REF_16 --> totalAmount_2
",,
2018-13836.sol,"[RepairTarget] RocketCoin:multiTransfer:75
CODE: balances[msg.sender] -= totalAmount
OPERATION: balances[msg.sender] [-=] totalAmount
SSA: REF_18 [-] totalAmount_1 --> REF_18
",1.0,1.0
2018-13836.sol,"[RepairTarget] RocketCoin:multiTransfer:76
CODE: b++
OPERATION: [++] b
SSA: b_2 [+] 1 --> b_3
",1.0,1.0
2018-13836.sol,"[RepairTarget] RocketCoin:multiTransfer:78
CODE: balances[_addresses[b]] += _amounts[b]
OPERATION: balances[_addresses[b]] [+=] _amounts[b]
SSA: REF_22 [+] REF_23 --> REF_22
",,
2018-13836.sol,"[RepairTarget] RocketCoin:transferFrom:87
CODE: balances[_from] -= _amount
OPERATION: balances[_from] [-=] _amount
SSA: REF_29 [-] _amount_1 --> REF_29
",1.0,1.0
2018-13836.sol,"[RepairTarget] RocketCoin:transferFrom:88
CODE: allowed[_from][msg.sender] -= _amount
OPERATION: allowed[_from][msg.sender] [-=] _amount
SSA: REF_31 [-] _amount_1 --> REF_31
",1.0,1.0
2018-13836.sol,"[RepairTarget] RocketCoin:transferFrom:89
CODE: balances[_to] += _amount
OPERATION: balances[_to] [+=] _amount
SSA: REF_32 [+] _amount_1 --> REF_32
",,
2018-13836.sol,"[RepairTarget] RocketCoin:setupAirDrop:103
CODE: airDropAmount = _amount * 10 ** decimals
OPERATION: _amount [*] 10 ** decimals
SSA: _amount_1 [*] TMP_39 --> TMP_40
",,
2018-13836.sol,"[RepairTarget] RocketCoin:setupAirDrop:104
CODE: airDropGasPrice = _Gwei * 10 ** 9
OPERATION: _Gwei [*] 10 ** 9
SSA: _Gwei_1 [*] TMP_41 --> TMP_42
",,
2018-14001.sol,"[RepairTarget] ExtendetdToken:batchTransfer:41
CODE: uint256 amount = cnt * _value
OPERATION: cnt [*] _value
SSA: cnt_1 [*] _value_1 --> TMP_26
",,
2018-14001.sol,"[RepairTarget] ExtendetdToken:batchTransfer:44
CODE: balanceOf[msg.sender] -= amount
OPERATION: balanceOf[msg.sender] [-=] amount
SSA: REF_34 [-] amount_1 --> REF_34
",1.0,1.0
2018-14001.sol,"[RepairTarget] ExtendetdToken:batchTransfer:45
CODE: i++
OPERATION: [++] i
SSA: i_2 [+] 1 --> i_3
",1.0,1.0
2018-14001.sol,"[RepairTarget] ExtendetdToken:batchTransfer:46
CODE: balanceOf[_receivers[i]] += _value
OPERATION: balanceOf[_receivers[i]] [+=] _value
SSA: REF_36 [+] _value_1 --> REF_36
",,
2018-14002.sol,"[RepairTarget] MP3Coin:distribute:67
CODE: a++
OPERATION: [++] a
SSA: a_2 [+] 1 --> a_3
",1.0,1.0
2018-14002.sol,"[RepairTarget] MP3Coin:distribute:68
CODE: totalAmount += _amounts[a]
OPERATION: totalAmount [+=] _amounts[a]
SSA: totalAmount_1 [+] REF_20 --> totalAmount_2
",,
2018-14002.sol,"[RepairTarget] MP3Coin:distribute:73
CODE: balances[msg.sender] -= totalAmount
OPERATION: balances[msg.sender] [-=] totalAmount
SSA: REF_22 [-] totalAmount_1 --> REF_22
",1.0,1.0
2018-14002.sol,"[RepairTarget] MP3Coin:distribute:75
CODE: b++
OPERATION: [++] b
SSA: b_2 [+] 1 --> b_3
",1.0,1.0
2018-14002.sol,"[RepairTarget] MP3Coin:distribute:77
CODE: balances[_addresses[b]] += _amounts[b]
OPERATION: balances[_addresses[b]] [+=] _amounts[b]
SSA: REF_26 [+] REF_27 --> REF_26
",,
2018-14003.sol,"[RepairTarget] WMCToken:batchTransfer:189
CODE: uint256 amount = uint256(cnt) * _value
OPERATION: uint256(cnt) [*] _value
SSA: TMP_73 [*] _value_1 --> TMP_74
",,
2018-14003.sol,"[RepairTarget] WMCToken:batchTransfer:194
CODE: balanceOf[msg.sender] -= amount
OPERATION: balanceOf[msg.sender] [-=] amount
SSA: REF_59 [-] amount_1 --> REF_59
",1.0,1.0
2018-14003.sol,"[RepairTarget] WMCToken:batchTransfer:195
CODE: i++
OPERATION: [++] i
SSA: i_2 [+] 1 --> i_3
",1.0,1.0
2018-14003.sol,"[RepairTarget] WMCToken:batchTransfer:196
CODE: balanceOf[_receivers[i]] += _value
OPERATION: balanceOf[_receivers[i]] [+=] _value
SSA: REF_61 [+] _value_1 --> REF_61
",,
2018-14004.sol,"[RepairTarget] Globecoin:distribute_100_tokens_to_many:226
CODE: ++)
OPERATION: [++] +
SSA: i_2 [+] 1 --> i_3
",1.0,1.0
2018-14004.sol,"[RepairTarget] Globecoin:distribute_100_tokens_to_many:229
CODE: alances[msg.sender] -= 100000;
OPERATION: alances[msg.sender]  [-=] 00000;
SSA: REF_107 [-] 100000 --> REF_107
",,
2018-14004.sol,"[RepairTarget] Globecoin:distribute_100_tokens_to_many:230
CODE: alances[addresses[i]] += 100000;
OPERATION: alances[addresses[i]]  [+=] 00000;
SSA: REF_109 [+] 100000 --> REF_109
",,
2018-14005.sol,"[RepairTarget] MalaysianCoin:transferAUTOtokens10:215
CODE: ++)
OPERATION: [++] +
SSA: i_2 [+] 1 --> i_3
",1.0,1.0
2018-14005.sol,"[RepairTarget] MalaysianCoin:transferAUTOtokens10:218
CODE: alances[msg.sender] -= 10000;
OPERATION: alances[msg.sender]  [-=] 0000;
SSA: REF_100 [-] 10000 --> REF_100
",,
2018-14005.sol,"[RepairTarget] MalaysianCoin:transferAUTOtokens10:219
CODE: alances[addresses[i]] += 10000;
OPERATION: alances[addresses[i]]  [+=] 0000;
SSA: REF_102 [+] 10000 --> REF_102
",,
2018-14005.sol,"[RepairTarget] MalaysianCoin:transferAUTOtokens5:226
CODE: ++)
OPERATION: [++] +
SSA: i_2 [+] 1 --> i_3
",1.0,1.0
2018-14005.sol,"[RepairTarget] MalaysianCoin:transferAUTOtokens5:229
CODE: alances[msg.sender] -= 5000;
OPERATION: alances[msg.sender]  [-=] 000;
SSA: REF_106 [-] 5000 --> REF_106
",,
2018-14005.sol,"[RepairTarget] MalaysianCoin:transferAUTOtokens5:230
CODE: alances[addresses[i]] += 5000;
OPERATION: alances[addresses[i]]  [+=] 000;
SSA: REF_108 [+] 5000 --> REF_108
",,
2018-14005.sol,"[RepairTarget] MalaysianCoin:transferAUTOtoken1:238
CODE: ++)
OPERATION: [++] +
SSA: i_2 [+] 1 --> i_3
",1.0,1.0
2018-14005.sol,"[RepairTarget] MalaysianCoin:transferAUTOtoken1:241
CODE: alances[msg.sender] -= 1000;
OPERATION: alances[msg.sender]  [-=] 000;
SSA: REF_112 [-] 1000 --> REF_112
",,
2018-14005.sol,"[RepairTarget] MalaysianCoin:transferAUTOtoken1:242
CODE: alances[addresses[i]] += 1000;
OPERATION: alances[addresses[i]]  [+=] 000;
SSA: REF_114 [+] 1000 --> REF_114
",,
2018-14006.sol,"[RepairTarget] NGToken:multipleTransfer:87
CODE: require(_value * _to.length > 0)
OPERATION: _value [*] _to.length
SSA: _value_1 [*] REF_5 --> TMP_9
",,
2018-14006.sol,"[RepairTarget] NGToken:multipleTransfer:88
CODE: require(balances[msg.sender] >= _value * _to.length)
OPERATION: _value [*] _to.length
SSA: _value_1 [*] REF_7 --> TMP_12
",,
2018-14006.sol,"[RepairTarget] NGToken:multipleTransfer:89
CODE: balances[msg.sender] -= _value * _to.length
OPERATION: _value [*] _to.length
SSA: _value_1 [*] REF_9 --> TMP_15
",,
2018-14006.sol,"[RepairTarget] NGToken:multipleTransfer:89
CODE: balances[msg.sender] -= _value * _to.length
OPERATION: balances[msg.sender] [-=] _value * _to.length
SSA: REF_8 [-] TMP_15 --> REF_8
",,
2018-14006.sol,"[RepairTarget] NGToken:multipleTransfer:90
CODE: ++i
OPERATION: [++] i
SSA: i_2 [+] 1 --> i_3
",1.0,1.0
2018-14006.sol,"[RepairTarget] NGToken:multipleTransfer:91
CODE: balances[_to[i]] += _value
OPERATION: balances[_to[i]] [+=] _value
SSA: REF_12 [+] _value_1 --> REF_12
",,
2018-14006.sol,"[RepairTarget] NGToken:batchTransfer:101
CODE: ++i
OPERATION: [++] i
SSA: i_2 [+] 1 --> i_3
",1.0,1.0
2018-14006.sol,"[RepairTarget] NGToken:batchTransfer:105
CODE: balances[msg.sender] -= value
OPERATION: balances[msg.sender] [-=] value
SSA: REF_22 [-] value_1 --> REF_22
",1.0,1.0
2018-14006.sol,"[RepairTarget] NGToken:batchTransfer:106
CODE: balances[to] += value
OPERATION: balances[to] [+=] value
SSA: REF_23 [+] value_1 --> REF_23
",,
2018-14006.sol,"[RepairTarget] NGToken:increaseApproval:144
CODE: allowed[msg.sender][_spender] += _addValue
OPERATION: allowed[msg.sender][_spender] [+=] _addValue
SSA: REF_37 [+] _addValue_1 --> REF_37
",,
2018-14084.sol,"[RepairTarget] MyAdvancedToken:mintToken:209
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_57 [+] mintedAmount_1 --> REF_57
",,
2018-14084.sol,"[RepairTarget] MyAdvancedToken:mintToken:210
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
2018-14086.sol,"[RepairTarget] MyToken:mintToken:68
CODE:  mintedAmount;
            totalS
OPERATION:  mintedAmount;
   [+=]       totalS
SSA: REF_10 [+] mintedAmount_1 --> REF_10
",,
2018-14086.sol,"[RepairTarget] MyToken:setMinBalance:105
CODE: s = minimumBalanceInFinney * 1 finney;
        }
}

OPERATION: ey * 1 finney;
        [*] }

SSA: minimumBalanceInFinney_1 [*] 1000000000000000 --> TMP_32
",,
2018-14087.sol,"[RepairTarget] EncryptedToken:mintToken:136
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_57 [+] mintedAmount_1 --> REF_57
",,
2018-14087.sol,"[RepairTarget] EncryptedToken:mintToken:137
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
2018-14576.sol,"[RepairTarget] SunContractToken:mintTokens:154
CODE: balances[_to] + _amount < balances[_to]
OPERATION: balances[_to] [+] _amount
SSA: REF_26 [+] _amount_1 --> TMP_21
",1.0,1.0
2018-14576.sol,"[RepairTarget] SunContractToken:mintTokens:155
CODE: supply += _amount
OPERATION: supply [+=] _amount
SSA: supply_2 [+] _amount_1 --> supply_3
",,
2018-14576.sol,"[RepairTarget] SunContractToken:mintTokens:156
CODE: balances[_to] += _amount
OPERATION: balances[_to] [+=] _amount
SSA: REF_28 [+] _amount_1 --> REF_28
",1.0,1.0
2018-17050.sol,"[RepairTarget] PolyAi:mintToken:132
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-18665.sol,"[RepairTarget] StandardToken:transferFrom:26
CODE: balances[_to] += _value
OPERATION: balances[_to] [+=] _value
SSA: REF_6 [+] _value_1 --> REF_6
",,
2018-18665.sol,"[RepairTarget] StandardToken:transferFrom:27
CODE: balances[_from] -= _value
OPERATION: balances[_from] [-=] _value
SSA: REF_7 [-] _value_1 --> REF_7
",1.0,1.0
2018-18665.sol,"[RepairTarget] StandardToken:transferFrom:28
CODE: allowed[_from][msg.sender] -= _value
OPERATION: allowed[_from][msg.sender] [-=] _value
SSA: REF_9 [-] _value_1 --> REF_9
",1.0,1.0
2018-18665.sol,"[RepairTarget] NexxusToken:mintToken:70
CODE: totalSupply += _amount
OPERATION: totalSupply [+=] _amount
SSA: totalSupply_2 [+] _amount_1 --> totalSupply_3
",,
2018-18665.sol,"[RepairTarget] NexxusToken:mintToken:71
CODE: balances[owner] += _amount
OPERATION: balances[owner] [+=] _amount
SSA: REF_34 [+] _amount_1 --> REF_34
",,
2021-33403.sol,"[RepairTarget] BlocklancerToken:transfer:114
CODE: senderBalance -= _value
OPERATION: senderBalance [-=] _value
SSA: senderBalance_1 [-] _value_1 --> senderBalance_2
",1.0,1.0
2021-33403.sol,"[RepairTarget] BlocklancerToken:transfer:118
CODE: balances[_to] += _value
OPERATION: balances[_to] [+=] _value
SSA: REF_101 [+] _value_1 --> REF_101
",,
2021-33403.sol,"[RepairTarget] BlocklancerToken:addToken:225
CODE: balances[invest]+=value
OPERATION: balances[invest] [+=] value
SSA: REF_110 [+] value_1 --> REF_110
",,
2021-33403.sol,"[RepairTarget] BlocklancerToken:addToken:226
CODE: totalTokens+=value
OPERATION: totalTokens [+=] value
SSA: totalTokens_4 [+] value_1 --> totalTokens_5
",,
2021-33403.sol,"[RepairTarget] BlocklancerToken:finalize:300
CODE: uint256 additionalTokens = totalTokens * percentOfTotal / (100 - percentOfTotal)
OPERATION: 100 [-] percentOfTotal
SSA: 100 [-] percentOfTotal_1 --> TMP_33
",,
2021-33403.sol,"[RepairTarget] BlocklancerToken:finalize:300
CODE: uint256 additionalTokens = totalTokens * percentOfTotal / (100 - percentOfTotal)
OPERATION: totalTokens [*] percentOfTotal
SSA: totalTokens_9 [*] percentOfTotal_1 --> TMP_32
",,
2021-33403.sol,"[RepairTarget] BlocklancerToken:finalize:300
CODE: uint256 additionalTokens = totalTokens * percentOfTotal / (100 - percentOfTotal)
OPERATION: totalTokens * percentOfTotal [/] (100 - percentOfTotal)
SSA: TMP_32 [/] TMP_33 --> TMP_34
",,
2021-33403.sol,"[RepairTarget] BlocklancerToken:finalize:301
CODE: totalTokens += additionalTokens
OPERATION: totalTokens [+=] additionalTokens
SSA: totalTokens_9 [+] additionalTokens_1 --> totalTokens_10
",,
2021-33403.sol,"[RepairTarget] BlocklancerToken:finalize:302
CODE: balances[master] += additionalTokens
OPERATION: balances[master] [+=] additionalTokens
SSA: REF_114 [+] additionalTokens_1 --> REF_114
",,
2021-34270.sol,"[RepairTarget] Doftcoin:mintToken:151
CODE: balanceOf[_target] += _mintedAmount
OPERATION: balanceOf[_target] [+=] _mintedAmount
SSA: REF_29 [+] _mintedAmount_1 --> REF_29
",,
2021-34270.sol,"[RepairTarget] Doftcoin:mintToken:152
CODE: _totalSupply += _mintedAmount
OPERATION: _totalSupply [+=] _mintedAmount
SSA: _totalSupply_4 [+] _mintedAmount_1 --> _totalSupply_5
",,
BECToken.sol,"[RepairTarget] PausableToken:batchTransfer:258
CODE: uint256 amount = uint256(cnt) * _value
OPERATION: uint256(cnt) [*] _value
SSA: TMP_111 [*] _value_1 --> TMP_112
",,
BECToken.sol,"[RepairTarget] PausableToken:batchTransfer:263
CODE: i++
OPERATION: [++] i
SSA: i_2 [+] 1 --> i_3
",1.0,1.0
insecure_transfer.sol,"[RepairTarget] IntegerOverflowAdd:transfer:16
CODE: balanceOf[msg.sender] -= _value
OPERATION: balanceOf[msg.sender] [-=] _value
SSA: REF_1 [-] _value_1 --> REF_1
",1.0,1.0
insecure_transfer.sol,"[RepairTarget] IntegerOverflowAdd:transfer:18
CODE: balanceOf[_to] += _value
OPERATION: balanceOf[_to] [+=] _value
SSA: REF_2 [+] _value_1 --> REF_2
",,
integer_overflow_add.sol,"[RepairTarget] IntegerOverflowAdd:run:17
CODE: count += input
OPERATION: count [+=] input
SSA: count_1 [+] input_1 --> count_2
",,
integer_overflow_mapping_sym_1.sol,"[RepairTarget] IntegerOverflowMappingSym1:init:10
CODE: map[k] -= v
OPERATION: map[k] [-=] v
SSA: REF_0 [-] v_1 --> REF_0
",,
integer_overflow_minimal.sol,"[RepairTarget] IntegerOverflowMinimal:run:11
CODE: count -= input
OPERATION: count [-=] input
SSA: count_1 [-] input_1 --> count_2
",,
integer_overflow_mul.sol,"[RepairTarget] IntegerOverflowMul:run:11
CODE: count *= input
OPERATION: count [*=] input
SSA: count_1 [*] input_1 --> count_2
",,
integer_overflow_multitx_onefunc_feasible.sol,"[RepairTarget] IntegerOverflowMultiTxOneFuncFeasible:run:22
CODE: count -= input
OPERATION: count [-=] input
SSA: count_1 [-] input_1 --> count_2
",,
overflow_simple_add.sol,"[RepairTarget] Overflow_Add:add:8
CODE: balance += deposit
OPERATION: balance [+=] deposit
SSA: balance_1 [+] deposit_1 --> balance_2
",,
overflow_single_tx.sol,"[RepairTarget] IntegerOverflowSingleTransaction:overflowmultostate:24
CODE: count *= input
OPERATION: count [*=] input
SSA: count_3 [*] input_1 --> count_4
",,
overflow_single_tx.sol,"[RepairTarget] IntegerOverflowSingleTransaction:underflowtostate:30
CODE: count -= input
OPERATION: count [-=] input
SSA: count_5 [-] input_1 --> count_6
",,
overflow_single_tx.sol,"[RepairTarget] IntegerOverflowSingleTransaction:overflowmulocalonly:42
CODE: uint res = count * input
OPERATION: count [*] input
SSA: count_8 [*] input_1 --> TMP_1
",,
timelock.sol,"[RepairTarget] TimeLock:increaseLockTime:22
CODE: lockTime[msg.sender] += _secondsToIncrease
OPERATION: lockTime[msg.sender] [+=] _secondsToIncrease
SSA: REF_2 [+] _secondsToIncrease_1 --> REF_2
",,
token.sol,"[RepairTarget] Token:transfer:20
CODE: require(balances[msg.sender] - _value >= 0)
OPERATION: balances[msg.sender] [-] _value
SSA: REF_1 [-] _value_1 --> TMP_0
",,
token.sol,"[RepairTarget] Token:transfer:22
CODE: balances[msg.sender] -= _value
OPERATION: balances[msg.sender] [-=] _value
SSA: REF_2 [-] _value_1 --> REF_2
",,
token.sol,"[RepairTarget] Token:transfer:23
CODE: balances[_to] += _value
OPERATION: balances[_to] [+=] _value
SSA: REF_3 [+] _value_1 --> REF_3
",,
tokensalechallenge.sol,"[RepairTarget] TokenSaleChallenge:buy:22
CODE: require(msg.value == numTokens * PRICE_PER_TOKEN)
OPERATION: numTokens [*] PRICE_PER_TOKEN
SSA: numTokens_1 [*] PRICE_PER_TOKEN_1 --> TMP_5
",,
tokensalechallenge.sol,"[RepairTarget] TokenSaleChallenge:buy:24
CODE: balanceOf[msg.sender] += numTokens
OPERATION: balanceOf[msg.sender] [+=] numTokens
SSA: REF_0 [+] numTokens_1 --> REF_0
",,
tokensalechallenge.sol,"[RepairTarget] TokenSaleChallenge:sell:30
CODE: balanceOf[msg.sender] -= numTokens
OPERATION: balanceOf[msg.sender] [-=] numTokens
SSA: REF_2 [-] numTokens_1 --> REF_2
",1.0,1.0
tokensalechallenge.sol,"[RepairTarget] TokenSaleChallenge:sell:31
CODE: msg.sender.transfer(numTokens * PRICE_PER_TOKEN)
OPERATION: numTokens [*] PRICE_PER_TOKEN
SSA: numTokens_1 [*] PRICE_PER_TOKEN_2 --> TMP_10
",,
